,id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
32,6818,James Maddison,15,970,4,1.324499100446701,2,1.8417794033885002,29,28,3,0,M S,Leicester,4,1.324499100446701,3.756778735667467,1.989750225096941
33,6827,Bobby Reid,15,1033,4,2.758336023427546,0,0.11682062409818172,16,3,4,0,D F M S,Fulham,4,2.758336023427546,3.711697497405112,1.29765610024333
34,7700,Che Adams,16,1370,4,4.9088126085698605,4,3.286342779174447,28,19,1,0,F,Southampton,4,4.9088126085698605,6.996166739612818,1.0477250311523676
35,7711,David McGoldrick,16,1016,4,3.0124701242893934,1,0.7442142497748137,24,6,2,0,F M S,Sheffield United,4,3.0124701242893934,4.747090213000774,2.3032751008868217
36,111,Jannik Vestergaard,13,1122,3,0.735259659588337,0,0.6318280845880508,10,3,0,0,D S,Southampton,3,0.735259659588337,2.819577358663082,2.7843856438994408
37,314,Ilkay Gündogan,11,826,3,2.223145422525704,0,1.1497791912406683,16,14,0,0,M S,Manchester City,3,2.223145422525704,6.815290734171867,4.179434821009636
38,318,Pierre-Emerick Aubameyang,16,1437,3,4.245263803750277,1,1.4961128635331988,32,13,2,0,F M,Arsenal,2,3.4840949811041355,7.942978525534272,3.1630596006289124
39,447,Kevin De Bruyne,15,1279,3,7.773615997284651,9,7.20756783336401,55,47,1,0,M S,Manchester City,1,5.490109387785196,14.95846202969551,7.703001923859119
40,502,Olivier Giroud,9,357,3,3.021468561142683,0,1.135031245648861,14,4,1,0,F S,Chelsea,3,3.021468561142683,1.7618748769164085,0.07555429823696613
41,531,Michail Antonio,9,578,3,3.004382088780403,0,0.4141941014677286,19,7,1,0,F S,West Ham,3,3.004382088780403,3.874918207526207,0.7111430540680885
42,606,Christian Benteke,13,616,3,2.967636078596115,0,0.5117527525871992,29,8,0,1,F S,Crystal Palace,3,2.967636078596115,3.1073780823498964,1.0310027217492461
43,695,Bertrand Traoré,13,613,3,2.120703024789691,2,1.6244418136775494,18,10,0,0,F M S,Aston Villa,3,2.120703024789691,3.0624834708869457,0.5044782813638449
44,1389,Jorginho,10,645,3,3.8957164054736495,1,0.19217479601502419,8,5,0,0,M S,Chelsea,0,0.08994642179459333,2.175235998816788,2.1183495791628957
45,1653,Michael Keane,16,1416,3,1.31937385071069,0,0.3760002888739109,9,3,0,0,D,Everton,3,1.31937385071069,3.755759134888649,3.607843816280365
46,2249,James Rodríguez,12,972,3,2.2083449233323336,3,4.060683503746986,22,27,1,0,F S,Everton,3,2.2083449233323336,8.439021795988083,5.167269436642528
47,2381,Rodrigo,15,820,3,3.196924425661564,0,1.9351624958217144,31,21,0,0,M S,Leeds,3,3.196924425661564,7.199780873954296,3.15124243311584
48,3294,Edinson Cavani,10,376,3,3.2624611109495163,2,1.0899664461612701,16,4,1,0,F S,Manchester United,3,3.2624611109495163,4.345530092716217,1.0087353363633156
49,3491,Romain Saiss,13,1149,3,0.960849029943347,0,0.3386978209018707,15,1,0,0,D,Wolverhampton Wanderers,3,0.960849029943347,1.899843635968864,1.1725580347701907
